day,g10t,dryb,rad,rain,relh,sun,tmax,tmin,windrun
2007-05-13,12.5,11.8,476.7,9.8,94.0,0.8,13.4,8.8,209.0
2007-05-14,12.3,10.4,578.5,4.6,94.0,1.3,10.9,9.7,190.0
2007-05-15,10.8,10.9,1091.0,4.6,87.0,2.1,15.2,3.6,171.0
2007-05-16,12.3,11.6,1006.0,6.8,81.0,1.9,14.6,9.5,183.0
2007-05-17,13.1,14.3,915.0,0.4,92.0,1.4,16.8,11.0,170.0
2007-05-18,13.5,16.5,2091.0,1.2,70.0,7.4,19.7,11.6,306.0
2007-05-19,12.9,12.5,2057.0,0.0,67.0,10.2,15.7,7.1,218.0
2007-05-20,12.3,14.0,2019.0,0.0,63.0,8.3,17.2,4.4,148.0
2007-05-21,13.4,11.7,654.4,0.8,85.0,0.0,15.4,9.2,175.0
2007-05-22,12.9,15.4,2615.0,0.0,65.0,12.9,19.8,8.8,127.0
2007-05-23,14.1,17.7,2643.0,0.0,59.0,12.6,22.4,9.9,106.0
2007-05-24,16.1,19.8,1855.0,0.2,71.0,8.3,23.2,15.2,115.0
2007-05-25,16.0,17.9,1883.0,0.4,74.0,7.3,20.0,12.2,206.0
2007-05-26,15.4,11.7,763.0,11.2,78.0,0.5,11.7,8.9,175.0
2007-05-27,14.1,9.3,463.8,39.0,95.0,0.0,10.6,8.2,426.0
2007-05-28,11.9,6.0,603.1,6.2,91.0,0.0,9.7,5.5,264.0
2007-05-29,11.3,9.7,1875.0,1.4,69.0,7.3,13.1,3.7,158.0
2007-05-30,11.9,11.1,1138.0,5.6,79.0,2.9,15.7,3.1,194.0
2007-05-31,12.7,14.6,1978.0,0.0,70.0,8.7,18.3,8.3,169.0
2007-06-01,13.0,16.7,2205.0,0.0,70.0,10.5,20.3,7.8,113.0
2007-06-02,14.0,19.3,2790.0,0.0,61.0,13.7,23.4,8.1,102.0
2007-06-03,15.7,18.5,2118.0,0.0,76.0,8.6,22.8,10.3,146.0
2007-06-04,16.2,13.0,880.0,0.0,91.0,1.6,19.9,10.7,278.0
2007-06-05,15.0,12.1,2344.0,0.0,81.0,7.1,19.1,10.0,355.0
2007-06-06,15.0,11.5,990.0,0.4,82.0,0.1,13.6,9.9,293.0
2007-06-07,14.6,11.9,873.0,0.0,94.0,0.9,16.4,10.8,252.0
2007-06-08,14.8,12.8,1313.0,0.0,92.0,2.9,18.7,11.5,102.0
2007-06-09,15.8,18.7,1982.0,0.2,81.0,7.1,23.3,12.7,135.0
2007-06-10,16.3,15.3,2449.0,0.0,86.0,10.5,20.8,11.5,160.0
2007-06-11,17.3,15.4,1394.0,0.0,88.0,2.8,18.9,13.5,109.0
2007-06-12,17.1,17.7,1555.0,0.0,79.0,4.8,20.7,13.2,180.0
2007-06-13,16.5,17.8,1876.0,9.0,66.0,6.5,21.8,11.8,142.0
2007-06-14,17.5,17.6,1212.0,10.0,85.0,1.8,20.7,14.2,146.0
2007-06-15,17.5,17.2,1765.0,2.2,77.0,5.2,19.9,14.2,213.0
2007-06-16,16.7,15.8,1367.0,6.6,78.0,3.9,17.8,12.2,154.0
2007-06-17,16.5,15.5,1856.0,0.4,75.0,4.7,19.2,11.6,125.0
2007-06-18,17.0,14.3,1048.0,4.6,92.0,2.3,19.3,12.2,147.0
2007-06-19,16.3,19.3,2312.0,1.0,64.0,9.6,22.3,9.9,284.0
2007-06-20,17.1,17.1,1999.0,0.0,72.0,7.7,19.9,12.4,227.0
2007-06-21,16.3,17.4,1663.0,4.0,68.0,6.1,19.3,12.4,184.0
2007-06-22,16.6,15.5,1343.0,1.2,83.0,2.8,18.4,12.9,189.0
2007-06-23,16.9,15.4,1461.0,0.8,85.0,3.2,19.8,13.6,184.0
2007-06-24,16.7,13.2,1013.0,6.6,88.0,1.0,15.2,10.7,217.0
2007-06-25,16.2,13.4,1624.0,3.0,80.0,3.8,16.2,11.3,310.0
2007-06-26,15.6,12.2,1512.0,0.0,61.0,4.8,14.6,9.8,192.0
2007-06-27,14.9,14.6,1487.0,4.2,61.0,3.7,16.6,8.5,206.0
2007-06-28,14.4,14.6,2004.0,2.6,71.0,8.2,17.9,6.9,299.0
2007-06-29,15.5,17.5,1797.0,3.8,75.0,5.6,21.0,12.3,210.0
2007-06-30,16.0,14.4,666.7,11.8,97.0,0.0,17.7,11.4,235.0
2007-07-01,16.1,14.7,1751.0,0.4,91.0,5.6,19.3,14.4,276.0
2007-07-02,16.4,15.9,1534.0,4.2,80.0,3.9,19.1,13.2,267.0
2007-07-03,16.2,15.4,1768.0,4.0,80.0,6.1,18.2,11.2,260.0
2007-07-04,16.3,15.0,1737.0,3.2,100.0,5.5,17.9,12.0,341.0
2007-07-05,16.3,16.8,1365.0,3.4,99.0,3.5,18.0,13.2,365.0
2007-07-06,15.8,14.9,1275.0,0.0,98.0,3.6,17.8,12.8,318.0
2007-07-07,15.3,15.8,2162.0,0.2,97.0,10.2,19.7,11.5,171.0
2007-07-08,15.6,16.2,2103.0,0.0,97.0,9.0,19.9,8.2,152.0
2007-07-09,16.0,15.6,2515.0,1.4,98.0,10.0,20.0,10.0,159.0
2007-07-10,16.7,13.8,1595.0,0.2,97.0,6.6,18.4,9.4,151.0
2007-07-11,16.5,13.2,1257.0,0.0,98.0,3.4,18.8,11.9,174.0
2007-07-12,16.2,14.8,1183.0,0.0,100.0,3.5,22.6,11.6,209.0
2007-07-13,16.7,18.2,1036.0,0.8,96.0,1.8,21.2,13.4,252.0
2007-07-14,17.1,17.0,1907.0,0.0,99.0,6.2,21.5,15.7,199.0
2007-07-15,17.4,18.4,1249.0,11.2,99.0,2.8,21.7,14.5,148.0
2007-07-16,18.0,17.3,1632.0,1.6,88.0,5.5,21.2,16.2,209.0
2007-07-17,17.9,17.8,1661.0,4.4,71.0,5.7,20.0,13.2,246.0
2007-07-18,17.1,16.4,1969.0,1.0,76.0,7.9,21.8,11.9,168.0
2007-07-19,17.1,18.2,1513.0,3.6,71.0,5.1,22.7,10.9,147.0
2007-07-20,17.6,15.6,839.0,20.2,94.0,1.8,18.1,14.0,290.0
2007-07-21,16.6,14.8,1273.0,7.8,73.0,2.5,17.9,10.7,130.0
2007-07-22,16.4,15.0,2279.0,1.6,71.0,10.3,19.0,10.5,167.0
2007-07-23,17.1,16.1,646.8,1.6,89.0,0.1,18.3,11.6,262.0
2007-07-24,16.4,15.4,2165.0,0.0,79.0,9.0,20.6,11.6,221.0
2007-07-25,16.7,16.4,1094.0,0.4,72.0,2.6,18.8,10.9,278.0
2007-07-26,16.5,16.0,786.0,6.0,81.0,0.9,17.9,13.2,310.0
2007-07-27,15.9,17.3,1796.0,0.2,69.0,5.6,20.3,11.9,261.0
2007-07-28,16.1,17.0,1998.0,9.4,62.0,8.3,20.8,12.3,234.0
2007-07-29,16.4,14.3,2171.0,0.0,72.0,8.7,18.7,10.9,248.0
2007-07-30,15.5,14.9,2043.0,0.0,59.0,8.6,18.7,9.4,157.0
2007-07-31,15.3,16.4,2238.0,0.0,69.0,10.5,20.8,8.1,80.0
2007-08-01,16.1,18.4,2084.0,0.0,58.0,9.1,22.2,8.7,118.0
2007-08-02,17.0,16.9,1038.0,0.4,70.0,3.2,18.6,11.7,112.0
2007-08-03,16.3,18.6,2400.0,0.0,76.0,12.1,23.5,9.6,232.0
2007-08-04,17.5,18.7,2302.0,0.0,96.0,10.1,25.3,13.7,182.0
2007-08-05,17.4,23.3,2511.0,0.0,97.0,13.5,27.6,11.8,200.0
2007-08-06,18.1,18.0,1950.0,0.0,70.0,7.3,22.1,14.2,177.0
2007-08-07,16.9,17.1,1885.0,2.6,95.0,9.1,20.3,9.3,182.0
2007-08-08,16.3,15.5,2279.0,0.0,97.0,9.7,19.2,10.3,168.0
2007-08-09,16.1,15.9,2147.0,0.0,63.0,10.7,19.5,8.7,161.0
2007-08-10,15.7,17.8,2358.0,0.0,64.0,12.9,22.6,7.4,84.0
2007-08-11,16.5,20.0,2088.0,0.0,67.0,9.9,24.1,9.9,144.0
2007-08-12,16.7,16.7,1417.0,4.6,71.0,5.2,20.3,10.1,182.0
2007-08-13,16.3,16.8,1525.0,6.2,70.0,6.0,20.1,9.4,239.0
2007-08-14,16.5,14.6,548.2,12.2,93.0,0.0,18.6,13.5,315.0
2007-08-15,16.9,17.9,1383.0,5.6,86.0,4.1,21.0,14.5,273.0
2007-08-16,16.1,14.0,1713.0,0.0,71.0,8.0,17.5,10.5,200.0
2007-08-17,15.5,15.0,1482.0,3.0,71.0,6.9,18.2,7.7,172.0
2007-08-18,16.2,15.8,850.0,8.8,86.0,1.6,18.6,12.8,207.0
2007-08-19,16.5,14.6,599.0,4.2,94.0,0.3,16.4,14.4,214.0
2007-08-20,15.9,12.2,899.0,3.8,88.0,2.6,15.8,11.3,326.0
2007-08-21,15.6,13.5,293.0,2.6,97.0,0.0,15.6,11.9,391.0
2007-08-22,15.4,14.2,262.2,9.0,85.0,0.0,15.2,13.5,400.0
2007-08-23,15.1,13.3,468.8,0.8,94.0,0.1,17.6,12.6,262.0
2007-08-24,15.5,14.1,915.0,0.2,95.0,3.0,19.4,13.3,107.0
2007-08-25,15.5,18.4,2155.0,0.2,79.0,11.7,24.9,11.7,142.0
2007-08-26,16.7,17.0,2122.0,0.0,68.0,11.7,21.3,13.4,136.0
2007-08-27,16.3,15.0,1649.0,0.0,59.0,6.7,18.8,8.7,164.0
2007-08-28,16.2,15.3,1269.0,0.0,68.0,5.6,18.3,10.0,117.0
2007-08-29,16.5,15.2,1716.0,0.2,72.0,8.7,19.4,11.2,178.0
2007-08-30,16.1,14.6,828.0,0.0,86.0,0.9,18.7,9.3,215.0
2007-08-31,15.9,16.0,1076.0,0.0,71.0,2.8,19.2,10.4,234.0
2007-09-01,16.3,17.1,1108.0,0.0,69.0,3.3,19.6,14.6,206.0
2007-09-02,16.2,17.6,1251.0,2.0,72.0,5.5,20.2,11.7,284.0
2007-09-03,16.1,13.9,1448.0,0.0,67.0,6.7,18.0,11.9,156.0
2007-09-04,15.4,13.1,1699.0,0.0,60.0,8.3,17.9,8.4,143.0
2007-09-05,15.8,16.6,1318.0,0.0,81.0,4.2,22.5,10.6,178.0
2007-09-06,16.2,18.6,1127.0,0.0,81.0,4.1,22.0,12.9,116.0
2007-09-07,16.8,18.1,1211.0,0.0,83.0,5.6,21.9,14.5,128.0
2007-09-08,16.3,15.0,627.4,0.0,84.0,0.2,17.1,10.5,132.0
2007-09-09,16.0,14.7,1419.0,0.2,88.0,5.8,19.9,11.4,182.0
2007-09-10,16.3,14.9,1410.0,0.0,84.0,6.7,18.9,13.0,215.0
2007-09-11,15.1,13.8,1840.0,0.0,68.0,10.9,19.0,8.6,150.0
2007-09-12,15.2,15.2,958.0,0.0,86.0,2.3,19.7,8.6,61.0
2007-09-13,15.0,16.4,1583.0,0.0,78.0,9.4,21.8,8.0,139.0
2007-09-14,15.7,17.1,1162.0,0.0,68.0,5.6,20.2,10.4,172.0
2007-09-15,14.5,14.3,1697.0,0.2,72.0,10.6,19.5,7.2,140.0
2007-09-16,14.5,15.0,1488.0,0.0,72.0,9.3,19.6,8.2,266.0
2007-09-17,15.0,12.9,719.0,0.2,79.0,2.0,15.1,11.0,260.0
2007-09-18,13.3,9.2,1688.0,0.2,69.0,10.6,13.9,5.5,192.0
2007-09-19,13.3,12.0,760.0,0.8,83.0,1.8,17.6,6.9,320.0
2007-09-20,14.5,16.2,940.0,2.2,77.0,4.1,18.9,12.0,255.0
2007-09-21,14.7,15.7,766.0,0.0,80.0,2.3,18.1,12.5,213.0
2007-09-22,14.6,15.5,1225.0,0.2,83.0,7.2,21.0,11.5,177.0
2007-09-23,15.1,16.1,1193.0,11.4,83.0,5.2,20.4,11.9,329.0
2007-09-24,15.5,12.3,1208.0,0.0,85.0,6.3,16.4,11.8,310.0
2007-09-25,14.1,13.1,1150.0,0.4,72.0,,15.7,8.6,
2007-09-26,13.0,9.4,1098.0,0.6,70.0,5.7,11.1,7.6,370.0
2007-09-27,11.6,9.9,810.0,1.0,77.0,3.8,12.3,5.6,325.0
2007-09-28,12.6,12.2,259.6,9.2,87.0,0.1,12.9,9.7,305.0
2007-09-29,13.2,12.7,696.6,0.0,92.0,1.5,15.9,11.6,150.0
2007-09-30,11.4,10.7,920.0,0.6,82.0,4.5,14.1,4.8,186.0
2007-10-01,12.9,13.1,267.4,4.7,88.0,0.0,13.5,10.5,240.0
2007-10-02,12.9,12.7,172.5,0.2,87.0,0.0,14.0,10.9,118.0
2007-10-03,13.3,12.7,492.1,0.0,96.0,1.7,16.0,11.9,109.0
2007-10-04,13.0,14.1,1224.0,0.2,79.0,8.8,16.4,10.1,131.0
2007-10-05,11.3,11.5,1183.0,0.0,81.0,7.9,16.4,5.3,136.0
2007-10-06,13.0,13.5,498.7,0.0,87.0,0.4,15.5,9.6,132.0
2007-10-07,12.1,11.9,532.6,0.0,89.0,0.1,14.6,7.0,112.0
2007-10-08,12.9,12.6,377.0,5.2,79.0,0.9,14.7,10.2,87.0
2007-10-09,12.4,10.4,148.4,21.6,97.0,0.6,12.9,7.2,208.0
2007-10-10,12.5,12.3,698.1,0.2,93.0,3.0,16.3,10.4,153.0
2007-10-11,11.2,10.4,997.0,0.0,97.0,7.8,17.6,4.4,130.0
2007-10-12,13.0,14.5,250.7,0.2,97.0,0.0,16.1,10.5,93.0
2007-10-13,13.9,13.8,519.9,0.0,97.0,1.3,17.3,13.6,108.0
2007-10-14,13.4,12.7,801.0,0.0,85.0,4.3,16.9,9.8,86.0
2007-10-15,13.0,11.3,549.7,1.6,99.0,1.7,15.9,6.9,234.0
2007-10-16,13.4,14.4,264.7,17.5,96.0,0.2,15.8,11.3,241.0
2007-10-17,12.9,10.7,802.0,0.2,77.0,5.2,13.1,8.7,196.0
2007-10-18,10.4,8.2,886.0,0.2,79.0,7.2,14.3,3.1,95.0
2007-10-19,9.3,7.2,919.0,0.0,88.0,7.8,12.4,1.5,93.0
2007-10-20,8.8,8.6,887.0,0.2,80.0,7.7,13.4,2.3,67.0
2007-10-21,8.3,6.3,923.0,0.0,95.0,7.4,12.9,0.2,86.0
2007-10-22,8.2,5.4,424.5,0.8,95.0,0.9,11.6,0.9,121.0
2007-10-23,7.9,6.3,918.0,0.0,85.0,8.8,11.1,0.5,202.0
2007-10-24,8.4,7.1,278.2,0.0,80.0,0.0,9.8,3.2,251.0
2007-10-25,9.5,8.7,109.2,0.6,88.0,0.0,9.2,7.1,122.0
2007-10-26,9.9,8.5,160.3,0.0,96.0,0.0,10.6,8.1,121.0
2007-10-27,9.7,10.6,287.6,0.4,94.0,0.3,13.9,7.1,318.0
2007-10-28,11.3,13.9,106.0,2.9,92.0,0.0,14.5,10.6,232.0
2007-10-29,10.3,9.2,702.0,0.2,95.0,5.5,12.3,7.8,213.0
2007-10-30,9.4,8.4,822.0,0.0,83.0,8.3,12.7,5.9,164.0
2007-10-31,9.3,10.2,402.9,0.2,95.0,1.8,14.0,4.4,159.0
2007-11-01,9.3,11.5,569.2,0.0,93.0,3.7,15.3,5.8,181.0
2007-11-02,10.1,11.9,581.9,0.2,89.0,4.6,15.4,9.7,156.0
2007-11-03,9.6,9.7,498.1,0.2,88.0,4.3,13.4,7.1,143.0
2007-11-04,9.3,6.5,689.0,0.0,98.0,5.7,13.0,4.4,100.0
2007-11-05,8.1,5.5,249.1,0.4,94.0,1.1,11.0,0.7,228.0
2007-11-06,8.1,6.7,676.0,0.0,84.0,7.4,10.4,4.1,232.0
2007-11-07,8.5,9.8,398.9,0.0,70.0,2.3,13.2,5.0,260.0
2007-11-08,9.5,11.2,336.2,3.7,73.0,1.8,13.3,9.0,411.0
2007-11-09,7.9,5.5,636.2,0.0,56.0,6.7,10.9,3.6,356.0
2007-11-10,8.6,10.9,233.5,2.3,78.0,1.2,13.1,5.5,359.0
2007-11-11,9.2,9.6,314.0,0.2,95.0,1.2,11.2,9.6,256.0
2007-11-12,7.0,1.8,587.9,2.1,74.0,7.4,6.3,-0.1,176.0
2007-11-13,6.8,6.2,210.6,1.6,94.0,0.6,8.8,-0.5,320.0
2007-11-14,7.3,5.6,463.4,0.0,89.0,4.2,8.3,5.1,164.0
2007-11-15,5.8,2.4,589.6,0.2,84.0,7.2,8.0,-0.1,116.0
2007-11-16,4.8,-0.5,552.7,0.4,95.0,7.6,7.8,-3.3,112.0
2007-11-17,4.4,2.3,188.4,1.0,95.0,0.0,6.9,-2.2,237.0
2007-11-18,5.9,6.0,84.9,12.4,67.0,0.0,6.3,2.3,347.0
2007-11-19,5.7,6.3,184.1,24.1,95.0,0.5,8.5,0.2,198.0
2007-11-20,6.5,6.6,94.8,3.3,98.0,0.0,9.7,4.9,187.0
2007-11-21,7.5,8.3,390.9,13.8,90.0,3.5,10.6,6.6,151.0
2007-11-22,7.5,6.8,452.3,0.4,94.0,4.5,9.3,5.3,268.0
2007-11-23,6.5,2.1,443.1,0.0,82.0,6.2,5.5,1.8,211.0
2007-11-24,4.5,-0.4,147.6,0.2,84.0,0.2,8.2,-3.4,286.0
2007-11-25,5.4,5.8,279.4,0.0,80.0,2.4,8.9,-0.4,201.0
2007-11-26,5.9,3.9,281.1,0.2,92.0,2.1,7.4,3.2,88.0
2007-11-27,6.9,7.4,142.1,1.6,99.0,0.0,9.3,3.9,149.0
2007-11-28,7.4,7.5,215.1,1.0,96.0,0.6,9.8,6.8,241.0
2007-11-29,7.3,7.7,382.3,0.0,91.0,4.3,9.5,5.6,227.0
2007-11-30,6.8,9.5,215.8,10.7,95.0,1.0,12.9,3.6,425.0
2007-12-01,7.4,6.2,364.7,1.0,75.0,4.9,9.7,5.2,393.0
2007-12-02,6.8,9.1,167.0,7.2,88.0,1.5,12.2,4.8,461.0
2007-12-03,6.5,6.0,376.2,0.0,70.0,5.1,9.2,5.3,301.0
2007-12-04,6.4,6.4,106.8,4.5,88.0,0.1,12.9,4.9,399.0
2007-12-05,8.7,12.2,200.4,5.4,94.0,1.5,13.6,6.4,386.0
2007-12-06,8.1,11.7,57.0,11.5,94.0,0.0,14.0,8.4,529.0
2007-12-07,8.7,7.1,293.2,0.0,74.0,4.4,8.8,6.4,316.0
2007-12-08,6.5,4.2,40.1,9.1,84.0,0.0,10.7,3.0,366.0
2007-12-09,6.3,5.3,102.1,5.6,80.0,0.6,7.8,3.7,416.0
2007-12-10,6.5,4.7,199.2,0.6,89.0,2.1,6.0,4.6,319.0
2007-12-11,4.6,0.4,363.0,0.0,79.0,6.5,5.8,-1.1,88.0
2007-12-12,3.3,-2.3,365.3,0.2,96.0,6.6,6.2,-3.4,72.0
2007-12-13,2.5,-2.9,375.4,0.0,100.0,5.9,5.5,-3.9,94.0
2007-12-14,2.6,2.3,109.1,0.0,87.0,0.0,3.8,-2.8,155.0
2007-12-15,3.5,2.4,167.9,0.0,73.0,1.6,3.2,1.7,162.0
2007-12-16,3.1,1.1,318.5,0.2,77.0,5.0,3.1,-0.5,192.0
2007-12-17,2.4,1.9,202.1,0.0,89.0,1.9,3.0,-1.6,333.0
2007-12-18,3.2,2.2,232.7,0.0,78.0,2.0,3.6,1.9,246.0
2007-12-19,3.5,2.3,288.0,0.0,93.0,4.8,5.0,1.8,143.0
2007-12-20,2.0,-3.1,171.0,0.2,99.0,1.8,2.9,-4.5,232.0
2007-12-21,2.7,1.0,285.9,0.0,92.0,3.8,2.5,-3.0,94.0
2007-12-22,2.3,-0.9,123.6,0.4,97.0,0.0,6.4,-3.3,140.0
2007-12-23,2.4,-2.5,260.0,0.4,98.0,4.3,6.9,-2.6,103.0
2007-12-24,3.0,6.9,170.5,11.7,94.0,0.3,9.0,-2.5,305.0
2007-12-25,5.2,8.3,53.1,3.1,97.0,0.0,8.4,6.9,185.0
2007-12-26,3.8,2.4,324.2,0.2,95.0,5.6,10.4,1.3,280.0
2007-12-27,5.2,10.3,193.0,0.0,86.0,1.0,11.6,2.4,407.0
2007-12-28,6.3,9.4,112.1,5.4,78.0,0.1,10.6,8.8,488.0
2007-12-29,5.8,4.6,347.3,0.0,76.0,5.5,7.7,4.2,370.0
2007-12-30,5.3,5.9,159.0,0.4,82.0,0.0,8.1,4.5,122.0
2007-12-31,5.3,4.9,97.0,0.0,95.0,0.0,6.9,3.9,146.0
2008-01-01,5.8,6.4,206.1,1.9,100.0,1.6,8.8,4.9,148.0
2008-01-02,6.1,3.2,238.1,0.0,91.0,2.4,3.7,3.2,397.0
2008-01-03,4.1,0.2,73.3,0.2,88.0,0.0,3.1,-0.1,227.0
2008-01-04,4.4,3.1,44.7,7.4,97.0,0.0,7.8,0.2,281.0
2008-01-05,4.8,5.5,263.6,0.2,80.0,2.6,7.8,3.1,258.0
2008-01-06,3.7,1.0,380.3,1.4,92.0,5.6,8.6,0.2,364.0
2008-01-07,4.5,7.0,279.5,1.9,56.0,4.4,8.1,1.0,349.0
2008-01-08,3.9,6.6,154.2,6.4,93.0,0.7,9.6,2.7,375.0
2008-01-09,4.3,3.5,328.7,0.2,85.0,4.6,9.1,3.2,400.0
2008-01-10,5.3,8.9,43.8,8.5,82.0,0.0,10.4,3.5,274.0
2008-01-11,5.3,6.4,134.2,14.2,98.0,1.5,9.4,5.1,300.0
2008-01-12,4.3,1.8,421.2,1.9,85.0,6.4,9.6,1.4,282.0
2008-01-13,5.7,9.4,143.4,8.7,88.0,0.1,10.0,1.8,402.0
2008-01-14,6.0,7.6,226.8,9.5,91.0,1.5,9.5,6.4,424.0
2008-01-15,6.7,8.9,75.2,9.3,92.0,0.0,11.0,6.0,369.0
2008-01-16,5.3,3.2,356.6,0.2,91.0,5.4,7.2,2.4,152.0
2008-01-17,3.8,5.3,105.0,5.2,95.0,0.7,10.9,-0.7,418.0
2008-01-18,4.9,6.7,67.0,6.6,96.0,0.0,12.9,5.3,430.0
2008-01-19,7.9,12.0,71.1,7.4,96.0,0.0,12.8,6.8,405.0
2008-01-20,8.7,12.6,135.5,0.6,88.0,0.0,13.4,11.6,394.0
2008-01-21,8.8,10.2,106.5,2.7,78.0,0.4,10.8,10.2,442.0
2008-01-22,6.6,1.7,429.8,0.0,91.0,5.5,9.2,0.8,243.0
2008-01-23,6.8,9.1,144.4,0.2,91.0,0.0,11.9,1.7,353.0
2008-01-24,7.8,9.8,404.2,0.0,77.0,4.4,10.0,9.1,307.0
2008-01-25,5.3,5.0,311.9,0.0,84.0,2.5,9.3,2.1,415.0
2008-01-26,5.5,6.4,474.2,0.0,84.0,5.4,10.0,5.0,349.0
2008-01-27,5.4,6.4,475.5,0.2,84.0,6.9,10.3,5.3,177.0
2008-01-28,4.7,1.2,191.1,0.0,98.0,0.2,6.2,-0.5,169.0
2008-01-29,4.7,4.0,349.2,3.9,95.0,2.8,9.8,1.1,255.0
2008-01-30,5.4,2.1,591.1,0.0,89.0,6.4,7.5,2.1,365.0
2008-01-31,4.8,7.4,195.8,4.5,79.0,1.3,8.5,2.1,534.0
2008-02-01,4.1,4.0,634.5,0.0,70.0,6.6,6.8,3.1,360.0
2008-02-02,2.9,1.0,540.9,0.0,69.0,6.3,5.6,-0.8,332.0
2008-02-03,3.5,4.0,448.9,3.9,69.0,4.3,7.5,1.0,332.0
2008-02-04,4.0,3.3,629.7,4.9,90.0,6.4,10.0,2.3,349.0
2008-02-05,5.2,9.8,311.0,4.5,83.0,1.4,11.6,3.4,423.0
2008-02-06,5.7,6.7,640.6,0.0,79.0,5.8,8.7,6.2,205.0
2008-02-07,4.5,6.1,368.6,0.0,86.0,2.0,10.7,0.4,252.0
2008-02-08,5.3,5.5,750.0,0.0,95.0,7.9,12.2,4.2,171.0
2008-02-09,4.0,5.9,762.0,0.2,73.0,8.5,14.6,1.1,120.0
2008-02-10,3.4,3.2,765.0,0.0,83.0,7.7,13.4,-1.0,126.0
2008-02-11,3.0,1.1,783.0,0.2,79.0,8.1,11.4,-1.7,121.0
2008-02-12,2.9,4.2,770.0,0.0,93.0,8.2,13.1,-0.3,83.0
2008-02-13,2.7,1.7,844.0,0.2,98.0,8.4,11.2,-0.7,200.0
2008-02-14,4.0,1.9,162.1,0.0,93.0,0.0,4.4,1.7,252.0
2008-02-15,4.1,4.1,510.0,0.0,77.0,2.8,6.1,1.9,225.0
2008-02-16,2.7,-0.7,874.0,0.0,81.0,8.2,4.9,-2.5,162.0
2008-02-17,1.9,-1.0,1016.0,0.2,89.0,9.1,8.1,-5.1,100.0
2008-02-18,1.5,-0.2,996.0,0.0,92.0,9.1,8.3,-4.3,118.0
2008-02-19,1.9,0.8,670.2,0.2,84.0,5.1,5.4,-1.3,150.0
2008-02-20,2.8,0.5,369.9,0.0,98.0,1.4,7.7,-0.7,183.0
2008-02-21,3.4,7.7,356.3,0.2,79.0,0.6,10.4,0.4,466.0
2008-02-22,5.7,10.4,267.8,0.0,77.0,0.2,11.9,7.7,362.0
2008-02-23,5.2,7.9,250.3,0.0,94.0,0.0,11.0,5.1,301.0
2008-02-24,6.1,9.2,589.0,1.9,75.0,3.6,12.5,7.6,201.0
2008-02-25,4.8,2.4,811.0,4.5,93.0,6.0,10.5,-0.6,411.0
2008-02-26,6.7,9.6,968.0,0.2,79.0,6.8,11.4,2.5,330.0
2008-02-27,5.2,5.0,992.0,0.0,83.0,7.6,10.9,1.6,134.0
2008-02-28,4.6,4.5,651.8,0.0,98.0,3.1,10.2,-0.1,120.0
2008-02-29,4.9,3.0,293.0,0.8,90.0,0.3,11.5,0.6,603.0
2008-03-01,5.9,8.3,912.0,0.0,61.0,7.3,11.5,3.1,506.0
2008-03-02,6.8,9.6,896.0,0.0,55.0,6.1,11.2,8.4,337.0
2008-03-03,5.6,4.3,1051.0,0.0,55.0,7.3,7.7,2.4,282.0
2008-03-04,4.4,1.1,931.0,0.0,87.0,5.8,8.0,-0.3,275.0
2008-03-05,3.4,1.7,1157.0,0.0,64.0,8.3,8.8,-3.7,279.0
2008-03-06,5.4,8.2,699.2,0.8,74.0,2.8,12.3,1.8,336.0
2008-03-07,6.2,4.8,1192.0,0.0,84.0,7.1,10.5,4.7,291.0
2008-03-08,5.6,7.0,328.7,3.1,87.0,0.1,9.8,2.2,346.0
2008-03-09,6.0,5.5,843.0,10.9,91.0,3.9,10.0,3.8,358.0
2008-03-10,5.8,6.5,448.1,8.7,91.0,1.1,7.5,2.4,465.0
2008-03-11,5.5,6.0,581.1,2.1,69.0,2.3,12.6,4.6,569.0
2008-03-12,5.6,7.2,902.0,0.0,54.0,4.4,9.6,4.6,453.0
2008-03-13,5.2,7.0,673.0,2.3,80.0,3.7,10.0,3.6,217.0
2008-03-14,6.4,6.9,909.0,0.6,75.0,4.4,11.5,5.7,156.0
2008-03-15,7.9,9.5,567.4,24.7,96.0,1.4,13.3,6.9,310.0
2008-03-16,8.3,6.9,163.0,1.9,93.0,0.0,6.9,6.9,413.0
2008-03-17,6.5,4.6,713.0,0.0,70.0,2.3,7.4,3.5,245.0
2008-03-18,5.6,3.4,662.6,0.0,73.0,1.1,6.0,0.9,252.0
2008-03-19,5.0,4.1,958.0,0.2,64.0,5.2,7.2,0.8,235.0
2008-03-20,4.9,5.0,429.9,7.0,78.0,0.4,9.4,0.7,474.0
2008-03-21,5.8,4.4,1288.0,3.3,66.0,5.4,8.8,2.9,543.0
2008-03-22,4.9,1.6,890.0,4.1,91.0,4.3,4.6,0.9,334.0
2008-03-23,3.6,-0.4,416.6,2.7,96.0,1.0,3.2,-2.0,267.0
2008-03-24,3.2,0.5,833.0,1.9,87.0,4.2,4.8,-0.6,216.0
2008-03-25,3.4,1.9,1172.0,0.2,56.0,6.5,6.9,-0.7,234.0
2008-03-26,4.7,6.3,710.0,5.8,85.0,2.3,10.0,1.8,109.0
2008-03-27,5.3,5.7,1463.0,1.9,77.0,7.3,10.6,1.3,208.0
2008-03-28,5.7,6.0,449.3,7.4,92.0,1.3,11.9,2.5,422.0
