day,g10t,dryb,rad,rain,relh,sun,tmax,tmin,windrun
2000-01-01,5.1,6.0,213.8,0.1,98.0,1.9,8.3,3.4,90.0
2000-01-02,5.6,6.1,146.9,1.5,83.0,0.8,10.0,5.3,257.0
2000-01-03,6.6,9.5,56.7,7.2,96.0,0.0,10.1,6.1,142.0
2000-01-04,5.9,3.6,172.1,0.3,100.0,1.5,7.7,1.1,181.0
2000-01-05,4.5,4.4,175.6,0.8,93.0,0.8,10.4,0.1,364.0
2000-01-06,6.3,8.4,222.3,0.1,89.0,2.3,9.9,4.2,183.0
2000-01-07,4.9,4.4,241.0,1.2,98.0,1.0,9.7,1.0,329.0
2000-01-08,6.0,4.9,377.0,0.0,81.0,5.7,8.0,4.3,163.0
2000-01-09,4.4,0.5,406.7,0.0,92.0,7.1,4.8,-0.3,94.0
2000-01-10,3.4,-1.2,388.3,0.3,99.0,1.5,6.1,-3.1,131.0
2000-01-11,3.6,6.1,145.6,0.0,97.0,0.0,8.7,-1.2,298.0
2000-01-12,5.3,7.2,75.5,5.4,87.0,0.0,7.2,6.2,277.0
2000-01-13,5.2,2.1,152.1,0.2,96.0,0.0,3.7,1.4,179.0
2000-01-14,4.0,1.7,266.9,1.0,96.0,2.5,4.3,-0.6,246.0
2000-01-15,4.6,3.9,263.8,0.0,93.0,3.0,4.9,1.6,175.0
2000-01-16,4.2,2.2,294.8,0.0,87.0,2.6,4.3,1.3,151.0
2000-01-17,3.9,3.4,371.4,0.0,100.0,4.7,7.9,-0.5,198.0
2000-01-18,4.0,4.6,81.7,0.6,92.0,0.0,6.8,2.0,221.0
2000-01-19,4.7,4.8,138.3,0.0,95.0,0.0,5.9,4.4,124.0
2000-01-20,3.6,1.2,65.7,0.0,94.0,0.0,3.7,-1.8,133.0
2000-01-21,4.0,3.5,488.1,2.8,93.0,6.9,7.2,1.1,260.0
2000-01-22,4.2,4.7,226.8,0.3,86.0,1.5,6.2,0.9,360.0
2000-01-23,3.6,2.9,396.7,0.0,89.0,4.2,5.5,0.4,191.0
2000-01-24,3.5,-1.1,416.3,0.0,95.0,3.4,4.0,-1.5,78.0
2000-01-25,2.9,0.5,404.0,0.0,98.0,1.4,5.6,-3.0,72.0
2000-01-26,3.4,1.4,492.3,0.0,98.0,5.7,5.6,0.5,129.0
2000-01-27,2.7,-1.0,616.0,0.0,91.0,7.1,5.4,-3.1,182.0
2000-01-28,2.4,2.0,148.4,2.9,91.0,0.0,10.0,-1.3,504.0
2000-01-29,4.5,10.0,367.9,0.6,83.0,2.5,12.1,1.7,522.0
2000-01-30,5.9,10.5,252.8,0.0,89.0,1.5,11.6,9.0,583.0
2000-01-31,6.6,10.4,127.7,0.1,87.0,0.0,11.1,9.3,317.0
2000-02-01,6.9,8.4,177.6,10.0,86.0,0.0,11.1,8.1,262.0
2000-02-02,6.9,4.6,679.0,0.0,100.0,7.4,8.9,4.4,270.0
2000-02-03,5.4,4.7,325.5,0.1,87.0,0.9,8.0,2.4,228.0
2000-02-04,6.1,8.0,215.5,0.1,93.0,0.0,10.0,4.6,331.0
2000-02-05,6.9,6.6,471.5,0.0,93.0,2.1,9.5,6.4,235.0
2000-02-06,6.9,9.1,136.9,2.7,95.0,0.1,10.8,6.2,318.0
2000-02-07,6.5,5.3,82.0,5.3,89.0,0.0,10.0,4.3,400.0
2000-02-08,6.5,9.2,373.6,1.0,97.0,3.4,13.3,5.5,548.0
2000-02-09,5.6,5.5,500.2,1.5,71.0,2.1,9.5,3.0,403.0
2000-02-10,6.3,7.7,317.5,3.1,94.0,2.8,8.7,5.5,267.0
2000-02-11,4.7,1.5,646.0,3.0,91.0,5.1,9.0,-0.4,331.0
2000-02-12,5.4,6.6,596.2,0.0,82.0,4.3,8.6,1.5,288.0
2000-02-13,5.0,5.4,848.8,0.0,77.0,8.6,7.7,3.1,129.0
2000-02-14,4.0,2.4,246.9,3.0,93.0,0.3,9.0,-3.0,195.0
2000-02-15,4.6,4.6,495.5,1.7,84.0,2.5,7.0,2.4,336.0
2000-02-16,4.4,2.3,895.2,1.4,73.0,7.6,6.4,1.0,404.0
2000-02-17,4.0,1.5,820.3,1.5,87.0,7.1,9.0,0.0,249.0
2000-02-18,5.3,7.1,588.5,0.6,74.0,3.7,10.4,1.6,373.0
2000-02-19,5.6,5.2,574.6,0.0,84.0,4.3,7.0,5.0,164.0
2000-02-20,4.2,0.6,984.2,1.6,89.0,7.3,7.8,-2.0,89.0
2000-02-21,4.5,4.9,628.6,0.0,98.0,6.4,7.9,0.9,97.0
2000-02-22,3.9,1.5,729.5,0.0,85.0,4.2,8.6,-2.1,65.0
2000-02-23,5.2,7.3,313.7,0.0,99.0,0.0,11.4,1.3,234.0
2000-02-24,6.5,6.9,507.2,13.1,77.0,1.2,9.6,5.1,178.0
2000-02-25,5.6,3.8,1042.2,0.0,85.0,8.9,8.9,1.2,127.0
2000-02-26,4.5,2.3,959.5,0.1,91.0,6.9,9.2,-1.2,265.0
2000-02-27,6.4,8.7,220.3,8.0,88.0,0.0,11.0,2.3,418.0
2000-02-28,6.9,6.5,739.0,7.7,92.0,4.9,9.3,5.5,364.0
2000-02-29,5.9,6.4,324.8,9.1,94.0,0.7,10.0,2.9,307.0
2000-03-01,5.4,4.9,931.6,0.6,82.0,7.4,7.8,2.5,271.0
2000-03-02,4.6,3.6,260.7,5.7,91.0,0.0,10.6,1.0,531.0
2000-03-03,6.5,6.4,1028.0,0.3,81.0,7.0,9.6,3.1,303.0
2000-03-04,4.9,1.9,1140.4,0.0,82.0,9.4,6.3,-0.9,195.0
2000-03-05,4.1,4.5,985.9,0.0,82.0,6.7,9.0,-0.9,288.0
2000-03-06,5.4,7.1,301.1,0.0,88.0,0.1,11.2,4.5,347.0
2000-03-07,6.6,10.3,784.5,0.0,78.0,2.4,12.6,7.1,505.0
2000-03-08,7.9,11.6,578.7,0.0,87.0,1.8,14.0,10.2,465.0
2000-03-09,8.6,11.8,908.1,0.0,84.0,3.6,15.3,10.4,221.0
2000-03-10,8.9,10.3,496.3,0.0,96.0,0.8,12.4,9.1,340.0
2000-03-11,8.5,9.4,1120.5,0.0,71.0,6.2,11.7,7.8,167.0
2000-03-12,7.0,7.2,1293.3,0.0,67.0,9.1,12.6,1.2,151.0
2000-03-13,7.3,10.6,815.5,0.0,86.0,3.2,13.3,3.6,267.0
2000-03-14,8.5,9.1,664.5,0.1,87.0,1.0,10.7,8.2,295.0
2000-03-15,6.7,5.8,1458.4,0.0,76.0,9.7,10.9,0.6,230.0
2000-03-16,7.1,7.4,551.0,0.0,88.0,0.0,10.7,2.8,180.0
2000-03-17,7.9,8.5,326.4,0.0,73.0,0.0,9.3,7.1,193.0
2000-03-18,7.8,6.0,1197.3,0.0,77.0,6.5,9.1,5.9,246.0
2000-03-19,7.0,4.0,1462.5,0.0,90.0,7.8,10.7,1.9,85.0
2000-03-20,7.0,7.8,696.7,0.0,90.0,0.0,11.5,0.2,68.0
2000-03-21,7.0,6.4,1523.0,0.0,98.0,7.4,12.2,1.0,111.0
2000-03-22,7.5,5.2,1070.4,0.0,100.0,4.3,14.1,1.3,80.0
2000-03-23,7.9,7.5,750.3,1.4,80.0,0.1,12.5,4.5,183.0
2000-03-24,8.5,7.5,993.4,0.0,93.0,4.5,12.9,6.1,145.0
2000-03-25,7.5,7.7,1135.7,1.9,86.0,5.0,10.6,2.3,146.0
2000-03-26,6.5,5.6,1246.1,1.6,91.0,6.1,10.2,-1.1,168.0
2000-03-27,7.2,4.6,1031.8,0.5,92.0,5.1,8.9,2.6,360.0
2000-03-28,7.0,4.4,411.0,1.0,89.0,0.2,7.1,3.0,399.0
2000-03-29,6.6,4.5,158.7,0.0,93.0,0.0,5.9,3.0,353.0
2000-03-30,6.4,4.9,367.8,0.0,90.0,0.0,6.9,4.3,169.0
2000-03-31,6.6,4.9,1061.9,0.0,79.0,3.7,8.6,3.0,55.0
2000-04-01,6.5,6.6,937.9,2.9,81.0,2.2,10.3,0.3,163.0
2000-04-02,7.9,8.5,904.7,19.8,89.0,0.7,12.4,6.6,217.0
2000-04-03,8.4,7.3,134.5,28.3,96.0,0.0,7.5,7.2,451.0
2000-04-04,5.7,2.2,422.0,3.4,96.0,0.0,4.2,0.6,400.0
2000-04-05,6.4,3.9,1180.6,0.0,88.0,5.9,9.0,1.4,213.0
2000-04-06,5.2,5.7,2147.0,0.0,67.0,11.0,10.2,-1.2,151.0
2000-04-07,5.9,6.3,1867.1,0.0,91.0,9.0,13.1,-0.4,93.0
2000-04-08,6.5,9.7,2000.3,1.5,74.0,9.3,15.2,-1.0,181.0
2000-04-09,8.4,7.9,1741.7,0.0,79.0,9.3,13.2,5.5,321.0
2000-04-10,7.8,7.5,1962.3,0.4,70.0,11.2,10.8,1.7,168.0
2000-04-11,7.6,3.9,562.9,4.0,92.0,0.0,6.4,-0.6,128.0
2000-04-12,7.5,3.0,358.8,4.7,96.0,0.1,5.7,1.7,143.0
2000-04-13,7.0,3.6,898.0,1.4,95.0,2.7,8.5,2.5,113.0
2000-04-14,7.5,5.0,746.3,9.1,89.0,0.9,8.0,2.1,263.0
2000-04-15,6.8,3.0,281.9,7.7,96.0,0.0,5.8,2.7,194.0
2000-04-16,5.4,5.8,1545.3,2.9,92.0,5.9,11.8,-1.6,263.0
2000-04-17,7.4,7.5,1167.1,1.4,76.0,6.3,11.2,5.5,288.0
2000-04-18,7.3,10.2,854.0,9.3,78.0,0.9,10.7,4.4,164.0
2000-04-19,8.7,10.4,2217.9,4.1,76.0,10.2,15.2,6.3,262.0
2000-04-20,10.4,11.9,435.8,5.6,96.0,1.1,13.0,10.3,238.0
2000-04-21,9.6,10.2,1383.7,3.3,87.0,6.8,14.5,6.7,228.0
2000-04-22,9.5,10.3,1204.1,0.0,95.0,4.4,14.7,6.8,132.0
2000-04-23,9.4,8.5,1346.6,2.7,94.0,2.7,13.7,3.4,90.0
2000-04-24,9.4,10.5,1421.0,6.6,90.0,5.8,14.5,3.8,222.0
2000-04-25,10.6,12.2,1004.9,4.4,88.0,1.7,14.5,9.4,146.0
2000-04-26,10.8,10.5,811.2,1.8,94.0,3.5,13.9,8.6,156.0
2000-04-27,10.1,10.6,1235.9,0.0,89.0,3.8,15.6,6.5,144.0
2000-04-28,10.9,10.5,292.5,6.7,94.0,0.0,11.7,7.0,159.0
2000-04-29,11.4,11.4,2301.1,0.0,82.0,11.1,17.3,9.0,101.0
2000-04-30,11.1,12.5,938.2,0.5,75.0,0.0,13.5,3.7,130.0
2000-05-01,11.0,11.4,1801.9,0.0,80.0,6.6,14.6,5.4,256.0
2000-05-02,11.4,8.4,1179.2,0.7,88.0,4.4,12.9,7.2,264.0
2000-05-03,11.0,8.1,459.6,0.2,97.0,0.0,9.5,7.1,279.0
2000-05-04,10.4,7.8,885.8,0.0,89.0,0.3,10.4,6.9,285.0
2000-05-05,10.5,10.2,2051.0,0.0,85.0,8.9,15.8,6.6,277.0
2000-05-06,12.0,14.2,2358.2,1.4,82.0,11.3,23.1,7.4,188.0
2000-05-07,14.0,15.5,1928.3,1.5,92.0,8.3,19.9,10.2,183.0
2000-05-08,13.8,9.9,991.0,0.0,100.0,1.5,15.9,8.8,86.0
2000-05-09,14.0,12.1,1718.0,0.0,99.0,5.8,17.6,10.0,151.0
2000-05-10,14.6,11.1,709.2,1.1,99.0,0.1,15.2,9.7,309.0
2000-05-11,13.4,12.1,993.4,0.7,87.0,2.2,15.4,9.1,292.0
2000-05-12,12.8,12.3,1340.8,0.4,87.0,1.7,16.5,7.5,95.0
2000-05-13,14.4,14.9,2046.4,0.3,87.0,7.3,22.1,11.7,60.0
2000-05-14,16.0,19.0,2060.3,2.6,78.0,8.6,23.6,10.5,89.0
2000-05-15,17.1,19.6,2405.3,0.0,85.0,11.8,24.4,14.6,93.0
2000-05-16,17.3,18.6,2463.2,0.0,72.0,10.1,21.0,13.2,306.0
2000-05-17,15.9,12.0,1685.9,4.3,64.0,5.8,15.2,9.5,296.0
2000-05-18,14.4,10.4,1995.0,3.9,78.0,7.0,13.7,6.3,204.0
2000-05-19,14.0,9.2,1493.3,6.7,83.0,4.6,12.7,8.3,140.0
2000-05-20,13.4,12.5,1884.6,7.5,65.0,7.1,14.9,3.7,93.0
2000-05-21,13.6,10.2,1162.4,0.0,92.0,1.6,14.1,7.2,133.0
2000-05-22,14.0,13.5,2041.7,0.1,72.0,9.2,17.3,6.5,156.0
2000-05-23,14.6,12.0,480.2,3.5,92.0,0.0,13.0,10.4,173.0
2000-05-24,14.1,13.0,1614.9,6.7,80.0,5.5,15.8,8.2,122.0
2000-05-25,14.3,11.5,2572.5,0.3,76.0,12.6,15.1,8.4,229.0
2000-05-26,14.1,12.2,694.8,18.1,79.0,0.3,12.4,7.7,243.0
2000-05-27,13.0,10.7,2171.6,24.3,71.0,10.6,13.6,5.2,227.0
2000-05-28,12.2,6.2,1637.6,1.1,94.0,4.4,13.6,5.2,210.0
2000-05-29,12.6,11.2,2496.5,0.0,72.0,13.5,15.5,5.4,117.0
2000-05-30,13.5,13.6,1351.7,0.0,59.0,1.9,14.9,6.9,68.0
2000-05-31,13.6,14.9,2114.4,5.0,71.0,7.4,17.6,3.0,185.0
2000-06-01,14.4,13.0,985.8,0.0,94.0,3.7,16.5,11.1,227.0
2000-06-02,14.6,14.3,1221.4,0.0,87.0,0.6,17.6,11.6,98.0
2000-06-03,15.4,17.6,2353.6,0.1,80.0,7.7,22.3,10.9,113.0
2000-06-04,16.8,14.7,1967.7,0.0,73.0,8.6,17.6,9.9,133.0
2000-06-05,15.5,11.1,799.5,0.0,92.0,0.0,14.0,8.7,87.0
2000-06-06,15.2,12.2,2039.8,0.0,87.0,7.4,17.0,6.6,160.0
2000-06-07,15.4,14.9,2501.8,0.0,62.0,11.7,18.5,6.7,124.0
2000-06-08,15.8,17.7,2599.5,0.0,63.0,12.2,21.5,11.1,147.0
2000-06-09,16.0,16.6,936.3,3.1,90.0,4.2,16.8,10.5,123.0
2000-06-10,15.5,14.3,2520.8,0.0,74.0,12.2,18.1,8.0,165.0
2000-06-11,16.0,15.2,2131.5,0.0,65.0,9.8,18.0,9.4,217.0
2000-06-12,16.1,18.0,2758.4,0.0,71.0,13.0,23.8,9.3,240.0
2000-06-13,17.4,16.2,1474.4,0.0,87.0,4.4,20.5,13.9,168.0
2000-06-14,16.8,16.5,845.4,0.0,89.0,0.6,20.3,11.6,219.0
2000-06-15,16.9,17.8,1946.6,0.0,73.0,6.3,20.3,13.4,102.0
2000-06-16,17.2,15.4,1583.7,0.0,91.0,3.2,20.9,12.8,169.0
2000-06-17,17.1,20.0,2706.4,0.0,63.0,13.2,24.8,10.8,118.0
2000-06-18,18.2,23.2,2976.5,0.0,66.0,15.1,28.5,13.4,166.0
2000-06-19,19.2,24.5,2711.7,0.0,61.0,12.7,29.6,16.4,127.0
2000-06-20,19.3,17.3,895.5,2.0,84.0,0.9,20.7,14.2,148.0
2000-06-21,18.1,16.4,1380.8,0.0,73.0,5.5,18.3,14.7,255.0
2000-06-22,17.0,15.6,1405.3,0.6,84.0,3.3,17.4,11.5,240.0
2000-06-23,17.0,14.5,1347.1,0.0,86.0,3.5,18.0,12.6,194.0
2000-06-24,15.4,11.6,951.0,0.0,85.0,0.0,14.2,8.5,129.0
2000-06-25,15.6,12.6,1676.9,0.0,74.0,2.0,16.1,9.5,121.0
2000-06-26,16.2,15.5,1513.5,0.0,72.0,3.1,18.5,9.8,50.0
2000-06-27,16.3,17.5,1945.8,0.0,64.0,7.5,20.5,8.1,44.0
2000-06-28,16.6,14.9,1316.1,0.0,77.0,2.2,19.1,11.8,85.0
2000-06-29,16.8,16.6,868.1,6.8,81.0,0.0,17.5,11.5,115.0
2000-06-30,16.3,13.0,870.1,0.1,98.0,2.0,17.9,12.1,138.0
2000-07-01,16.6,16.1,1072.0,7.7,85.0,2.3,20.0,12.7,58.0
2000-07-02,16.8,17.1,1668.4,0.0,89.0,2.0,20.6,10.6,57.0
2000-07-03,17.8,19.0,1531.6,2.3,80.0,2.8,22.4,12.5,113.0
2000-07-04,17.3,13.7,481.2,10.4,95.0,0.0,15.7,13.2,138.0
2000-07-05,16.1,13.3,684.3,1.0,95.0,0.0,16.2,12.4,82.0
2000-07-06,16.2,16.0,1745.7,2.1,86.0,3.7,22.1,11.8,181.0
2000-07-07,16.6,12.9,1391.3,0.0,86.0,5.2,16.5,11.9,158.0
2000-07-08,16.1,14.3,1177.8,1.6,76.0,1.9,16.7,9.2,160.0
2000-07-09,15.9,14.1,871.1,6.7,98.0,1.3,17.2,11.9,169.0
2000-07-10,15.9,13.5,752.1,11.6,77.0,1.5,14.5,10.8,247.0
2000-07-11,14.6,10.9,1415.7,0.0,74.0,3.7,14.8,8.8,127.0
2000-07-12,14.5,13.3,1426.0,4.1,70.0,3.5,18.1,6.8,132.0
2000-07-13,15.8,13.8,1264.0,0.2,95.0,2.8,19.5,13.2,202.0
2000-07-14,15.9,13.4,1280.0,0.0,74.0,1.2,15.4,12.2,196.0
2000-07-15,15.4,13.9,1350.0,0.0,74.0,4.9,16.4,9.0,195.0
2000-07-16,14.6,11.7,1822.9,0.0,72.0,8.1,16.3,8.2,104.0
2000-07-17,15.5,16.3,2264.2,0.0,65.0,9.9,20.1,6.5,69.0
2000-07-18,16.3,18.5,2394.5,0.0,68.0,11.9,22.8,7.7,99.0
2000-07-19,17.2,18.9,2566.2,0.0,64.0,13.8,23.4,9.0,123.0
2000-07-20,17.9,19.2,2225.7,0.0,66.0,12.0,23.5,11.8,87.0
2000-07-21,17.9,19.6,2608.8,0.0,65.0,13.3,23.7,10.7,222.0
2000-07-22,17.8,13.8,1874.8,0.0,80.0,6.6,18.3,11.6,269.0
2000-07-23,17.1,13.4,692.3,0.3,88.0,0.1,17.4,11.6,260.0
2000-07-24,16.4,12.4,673.6,0.0,92.0,0.3,15.5,11.4,144.0
2000-07-25,16.3,14.4,857.4,0.0,78.0,0.1,18.8,10.5,30.0
2000-07-26,17.2,18.8,1937.4,0.0,62.0,6.8,22.7,12.1,72.0
2000-07-27,17.6,19.8,2049.0,0.0,62.0,7.8,23.5,12.3,120.0
2000-07-28,18.0,18.4,1705.9,0.5,74.0,6.2,21.8,13.7,114.0
2000-07-29,17.8,18.8,1915.5,0.0,67.0,6.0,24.5,12.1,117.0
2000-07-30,18.4,19.1,2144.7,0.0,72.0,9.5,24.8,12.6,100.0
2000-07-31,18.7,20.8,2139.2,0.0,65.0,8.9,24.7,12.4,134.0
2000-08-01,18.6,19.2,1822.9,0.0,74.0,8.0,23.9,12.1,138.0
2000-08-02,17.7,17.4,1772.9,4.6,90.0,8.5,22.6,10.2,200.0
2000-08-03,17.7,16.4,1164.1,9.4,92.0,2.4,18.6,13.2,142.0
2000-08-04,17.4,15.7,1614.6,0.0,92.0,6.5,21.6,13.4,103.0
2000-08-05,16.9,16.6,1947.5,0.0,89.0,8.2,23.1,10.0,116.0
2000-08-06,18.3,20.9,1503.3,0.0,75.0,5.0,24.2,14.5,143.0
2000-08-07,18.3,20.5,1206.8,1.4,71.0,2.1,23.1,15.3,93.0
2000-08-08,18.3,18.5,929.6,40.9,88.0,2.6,21.0,14.9,52.0
2000-08-09,17.7,16.5,1192.7,0.0,94.0,1.6,22.1,12.8,182.0
2000-08-10,18.3,19.2,1554.7,0.0,79.0,7.0,24.0,16.4,102.0
2000-08-11,18.3,19.7,1685.1,0.0,61.0,7.3,24.0,13.4,52.0
2000-08-12,18.0,20.5,2327.5,0.0,68.0,12.1,26.2,10.9,106.0
2000-08-13,18.4,18.9,1248.6,1.2,79.0,1.5,23.1,12.8,159.0
2000-08-14,18.7,19.5,1123.4,0.0,89.0,2.4,22.4,16.5,194.0
2000-08-15,18.7,19.0,1970.3,0.2,92.0,8.1,23.3,13.9,172.0
2000-08-16,18.3,17.3,1581.3,0.0,93.0,5.2,22.3,13.0,195.0
2000-08-17,18.1,18.0,1623.9,0.0,61.0,8.1,22.2,13.8,172.0
2000-08-18,17.4,16.1,705.0,2.3,82.0,0.6,18.1,12.3,94.0
2000-08-19,17.5,17.2,1891.3,0.0,73.0,9.8,21.6,13.2,136.0
2000-08-20,16.9,17.6,1494.9,0.0,61.0,5.7,21.0,10.3,81.0
2000-08-21,16.6,16.5,1765.8,0.0,69.0,9.3,20.5,8.0,109.0
2000-08-22,16.1,17.5,1761.5,0.0,66.0,9.7,21.6,7.4,122.0
2000-08-23,16.5,18.1,1965.0,0.0,65.0,11.7,22.2,10.8,201.0
2000-08-24,16.2,18.2,2092.1,0.0,77.0,11.6,26.1,10.8,139.0
2000-08-25,17.0,20.1,2082.7,1.5,59.0,11.0,24.6,12.9,351.0
2000-08-26,17.5,19.4,337.2,3.7,82.0,0.0,19.5,17.1,81.0
2000-08-27,15.9,16.0,1468.9,1.1,84.0,6.4,21.9,11.0,112.0
2000-08-28,15.4,14.5,1427.8,3.8,88.0,6.4,19.9,8.2,106.0
2000-08-29,15.4,16.3,1661.5,0.0,71.0,7.8,20.7,8.0,104.0
2000-08-30,15.9,15.3,1872.6,0.0,79.0,9.4,20.2,9.9,102.0
2000-08-31,15.2,15.4,1362.5,2.5,78.0,5.3,20.6,7.3,171.0
2000-09-01,15.9,14.5,1120.9,0.1,86.0,3.3,17.5,11.9,169.0
2000-09-02,15.3,14.6,1037.6,0.2,82.0,4.4,18.8,10.8,220.0
2000-09-03,14.4,12.6,1606.7,0.0,76.0,10.2,17.0,8.1,120.0
2000-09-04,13.8,14.3,1810.8,0.0,66.0,10.4,19.1,4.2,113.0
2000-09-05,14.5,14.2,774.0,0.9,81.0,0.9,17.2,8.6,170.0
2000-09-06,15.4,15.2,1068.1,0.0,86.0,5.5,19.8,13.1,210.0
2000-09-07,14.2,14.0,568.7,0.6,76.0,0.4,18.0,8.4,231.0
2000-09-08,16.1,16.4,443.8,3.3,96.0,0.0,17.2,14.0,62.0
2000-09-09,16.0,17.0,1479.9,0.0,66.0,6.6,22.2,13.2,80.0
2000-09-10,17.3,19.6,1501.5,0.0,75.0,8.8,24.6,15.2,83.0
2000-09-11,17.0,21.0,1494.8,0.0,76.0,9.3,26.1,14.2,165.0
2000-09-12,17.5,17.9,1223.7,0.0,68.0,6.6,21.8,14.3,155.0
2000-09-13,16.5,16.4,1030.7,0.0,80.0,3.6,20.0,11.6,96.0
2000-09-14,15.9,15.5,713.4,2.0,86.0,1.2,19.3,10.6,172.0
2000-09-15,16.6,16.3,308.6,12.5,96.0,0.2,16.5,15.5,241.0
2000-09-16,15.3,13.8,727.0,0.4,80.0,1.6,17.4,11.6,193.0
2000-09-17,14.6,13.3,478.6,0.0,95.0,0.2,17.8,11.2,148.0
2000-09-18,15.2,14.2,360.3,13.7,87.0,0.0,14.9,13.2,90.0
2000-09-19,14.5,12.0,278.6,11.0,96.0,0.0,15.0,11.0,175.0
2000-09-20,14.3,12.8,1091.5,0.5,85.0,6.4,15.9,10.2,101.0
2000-09-21,12.9,13.3,825.0,1.1,82.0,3.7,17.7,5.6,193.0
2000-09-22,15.1,16.7,1294.3,0.0,83.0,7.9,20.1,13.3,100.0
2000-09-23,15.5,19.7,1423.5,0.0,79.0,9.1,23.1,13.2,257.0
2000-09-24,15.5,16.1,416.4,7.8,84.0,1.4,16.2,12.7,91.0
2000-09-25,14.1,13.5,881.2,11.2,86.0,3.9,17.4,9.1,166.0
2000-09-26,15.2,17.4,664.2,0.0,90.0,2.1,19.3,11.6,198.0
2000-09-27,14.5,14.7,676.2,10.2,84.0,2.7,16.5,10.2,241.0
2000-09-28,14.6,14.5,977.3,6.0,90.0,4.9,17.4,11.3,158.0
2000-09-29,14.3,14.3,899.5,0.0,94.0,4.3,18.4,9.4,120.0
2000-09-30,14.6,13.6,772.3,9.2,99.0,4.2,16.7,11.2,51.0
2000-10-01,12.7,11.5,1152.7,9.0,94.0,7.6,17.1,5.9,186.0
2000-10-02,13.2,12.5,434.7,0.0,86.0,0.8,13.5,9.2,204.0
2000-10-03,12.5,12.4,232.7,0.6,92.0,0.0,15.0,7.0,283.0
2000-10-04,13.4,12.8,1027.3,0.0,75.0,6.5,15.4,11.8,178.0
2000-10-05,13.0,11.2,1017.1,0.3,73.0,7.6,13.3,9.7,215.0
2000-10-06,11.2,9.6,1122.4,4.6,84.0,6.8,13.2,5.1,150.0
2000-10-07,11.9,8.6,114.8,11.6,99.0,0.0,12.2,8.0,131.0
2000-10-08,12.4,10.7,984.4,0.1,85.0,6.5,13.5,8.6,130.0
2000-10-09,10.7,8.4,275.6,22.0,92.0,0.1,11.2,4.2,276.0
2000-10-10,10.7,8.5,627.5,11.5,82.0,3.2,11.5,6.0,320.0
2000-10-11,10.4,5.8,873.7,0.7,89.0,5.4,12.7,5.3,205.0
2000-10-12,10.8,10.2,755.5,0.0,95.0,4.0,13.9,5.8,88.0
2000-10-13,10.8,9.7,526.8,0.0,93.0,2.6,13.9,5.6,99.0
2000-10-14,10.6,9.0,402.9,0.0,93.0,0.0,12.5,6.6,112.0
2000-10-15,11.5,10.9,805.8,2.3,90.0,4.9,14.6,9.0,70.0
2000-10-16,11.9,11.2,205.3,2.8,99.0,0.0,12.5,9.3,211.0
2000-10-17,10.2,9.3,960.5,5.0,83.0,6.8,13.6,4.4,209.0
2000-10-18,11.9,13.4,367.8,0.1,98.0,0.3,14.9,9.3,113.0
2000-10-19,10.9,10.1,996.9,0.0,90.0,8.5,14.3,6.0,108.0
2000-10-20,9.9,9.3,318.9,23.9,97.0,0.0,9.9,4.5,149.0
2000-10-21,11.2,9.8,164.3,0.2,97.0,0.0,10.2,9.3,81.0
2000-10-22,11.0,9.5,180.3,0.5,99.0,0.0,12.8,8.5,139.0
2000-10-23,11.4,12.8,406.3,0.7,96.0,2.1,14.6,9.5,297.0
2000-10-24,10.8,9.8,264.0,1.2,87.0,0.0,13.5,8.2,360.0
2000-10-25,11.4,12.5,331.5,0.1,81.0,0.8,13.7,9.8,300.0
2000-10-26,10.2,9.4,741.8,4.1,80.0,7.0,12.8,6.6,274.0
2000-10-27,10.7,12.3,107.6,8.0,90.0,0.0,14.4,8.8,208.0
2000-10-28,11.4,14.1,160.1,10.4,97.0,0.2,14.8,10.3,415.0
2000-10-29,10.0,7.0,590.5,44.9,84.0,4.8,12.3,6.6,533.0
2000-10-30,10.8,7.6,475.4,0.0,71.0,2.9,9.7,6.3,478.0
2000-10-31,9.5,9.1,652.0,2.1,77.0,6.6,11.8,7.0,334.0
2000-11-01,8.9,6.8,662.0,5.0,75.0,5.9,9.9,4.8,294.0
2000-11-02,8.2,7.2,310.8,11.5,99.0,3.0,9.7,4.2,337.0
2000-11-03,7.8,6.0,533.0,0.0,88.0,3.8,10.2,5.1,141.0
2000-11-04,6.7,3.2,634.3,0.0,98.0,7.1,10.6,1.1,107.0
2000-11-05,6.5,5.3,333.6,22.6,95.0,1.1,9.4,1.3,337.0
2000-11-06,7.9,7.3,163.6,13.4,99.0,0.0,9.6,4.4,221.0
2000-11-07,8.4,7.3,392.6,2.8,90.0,1.6,9.9,7.0,240.0
2000-11-08,8.3,6.4,234.6,0.2,88.0,0.4,8.0,5.9,320.0
2000-11-09,7.9,7.8,259.9,3.0,75.0,0.1,8.4,6.4,279.0
2000-11-10,7.6,5.7,521.7,4.2,88.0,5.6,10.6,4.1,266.0
2000-11-11,8.5,10.2,95.5,10.0,95.0,0.0,11.4,5.9,307.0
2000-11-12,8.4,6.8,507.6,0.1,88.0,6.8,10.1,6.8,170.0
2000-11-13,7.8,2.8,618.3,0.0,96.0,6.7,9.5,0.8,86.0
2000-11-14,5.6,1.7,306.5,0.0,98.0,3.1,7.2,0.0,51.0
2000-11-15,4.9,-1.0,236.0,6.9,99.0,0.0,9.2,-1.5,189.0
