study_id,harvest_year,obs_unit_id,obs_unit_rep_id,block,row,column,plot_id,sample_replicate_id,obs_unit_type,variety_factor_level,tab_variety_type,sample_date,tab_sb_assessment_date,sample_timing,tab_sb_wash_date,tab_sb_setup_date,ww_pla_smpl_cnt,ww_rts_smpl_cnt,ww_pla_smpl_tkal_cnt,ww_rts_smpl_tkal_cnt
2020-R-CS-760,2020,2020-R-CS-760-5,2020-R-CS-760-5-A,1,1,3,5,A,plot,Hereward,HIGH,,2021-03-15/22,post harvest,2021-04-03,2021-02-27,10,44,10,22
2020-R-CS-760,2020,2020-R-CS-760-5,2020-R-CS-760-5-B,1,1,3,5,B,plot,Hereward,HIGH,,2021-03-15/22,post harvest,2021-04-03,2021-02-27,8,47,6,11
2020-R-CS-760,2020,2020-R-CS-760-5,2020-R-CS-760-5-C,1,1,3,5,C,plot,Hereward,HIGH,,2021-03-15/22,post harvest,2021-04-03,2021-02-27,9,54,9,28
2020-R-CS-760,2020,2020-R-CS-760-5,2020-R-CS-760-5-D,1,1,3,5,D,plot,Hereward,HIGH,,2021-03-15/22,post harvest,2021-04-03,2021-02-27,7,43,5,16
2020-R-CS-760,2020,2020-R-CS-760-5,2020-R-CS-760-5-E,1,1,3,5,E,plot,Hereward,HIGH,,2021-03-15/22,post harvest,2021-04-03,2021-02-27,10,47,7,14
2020-R-CS-760,2020,2020-R-CS-760-2,2020-R-CS-760-2-A,1,2,1,2,A,plot,Duxford,TEST,,2021-03-15/22,post harvest,2021-04-03,2021-02-27,9,52,7,14
2020-R-CS-760,2020,2020-R-CS-760-2,2020-R-CS-760-2-B,1,2,1,2,B,plot,Duxford,TEST,,2021-03-15/22,post harvest,2021-04-03,2021-02-27,10,32,3,3
2020-R-CS-760,2020,2020-R-CS-760-2,2020-R-CS-760-2-C,1,2,1,2,C,plot,Duxford,TEST,,2021-03-15/22,post harvest,2021-04-03,2021-02-27,9,50,9,26
2020-R-CS-760,2020,2020-R-CS-760-2,2020-R-CS-760-2-D,1,2,1,2,D,plot,Duxford,TEST,,2021-03-15/22,post harvest,2021-04-03,2021-02-27,10,49,7,15
2020-R-CS-760,2020,2020-R-CS-760-2,2020-R-CS-760-2-E,1,2,1,2,E,plot,Duxford,TEST,,2021-03-15/22,post harvest,2021-04-03,2021-02-27,10,59,6,9
2020-R-CS-760,2020,2020-R-CS-760-3,2020-R-CS-760-3-A,1,2,2,3,A,plot,Barley - KWS Cassia,TEST,,2021-03-15/22,post harvest,2021-04-03,2021-02-27,10,52,9,28
2020-R-CS-760,2020,2020-R-CS-760-3,2020-R-CS-760-3-B,1,2,2,3,B,plot,Barley - KWS Cassia,TEST,,2021-03-15/22,post harvest,2021-04-03,2021-02-27,10,50,1,1
2020-R-CS-760,2020,2020-R-CS-760-3,2020-R-CS-760-3-C,1,2,2,3,C,plot,Barley - KWS Cassia,TEST,,2021-03-15/22,post harvest,2021-04-03,2021-02-27,9,48,7,12
2020-R-CS-760,2020,2020-R-CS-760-3,2020-R-CS-760-3-D,1,2,2,3,D,plot,Barley - KWS Cassia,TEST,,2021-03-15/22,post harvest,2021-04-03,2021-02-27,10,68,10,27
2020-R-CS-760,2020,2020-R-CS-760-3,2020-R-CS-760-3-E,1,2,2,3,E,plot,Barley - KWS Cassia,TEST,,2021-03-15/22,post harvest,2021-04-03,2021-02-27,10,54,9,16
2020-R-CS-760,2020,2020-R-CS-760-6,2020-R-CS-760-6-A,1,2,3,6,A,plot,Cadenza,LOW,,2021-03-15/22,post harvest,2021-04-03,2021-02-27,9,40,1,1
2020-R-CS-760,2020,2020-R-CS-760-6,2020-R-CS-760-6-B,1,2,3,6,B,plot,Cadenza,LOW,,2021-03-15/22,post harvest,2021-04-03,2021-02-27,9,43,5,6
2020-R-CS-760,2020,2020-R-CS-760-6,2020-R-CS-760-6-C,1,2,3,6,C,plot,Cadenza,LOW,,2021-03-15/22,post harvest,2021-04-03,2021-02-27,10,55,7,9
2020-R-CS-760,2020,2020-R-CS-760-6,2020-R-CS-760-6-D,1,2,3,6,D,plot,Cadenza,LOW,,2021-03-15/22,post harvest,2021-04-03,2021-02-27,10,56,7,16
2020-R-CS-760,2020,2020-R-CS-760-6,2020-R-CS-760-6-E,1,2,3,6,E,plot,Cadenza,LOW,,2021-03-15/22,post harvest,2021-04-03,2021-02-27,10,58,6,9
2020-R-CS-760,2020,2020-R-CS-760-8,2020-R-CS-760-8-A,2,1,1,8,A,plot,Duxford,TEST,,2021-03-15/22,post harvest,2021-04-03,2021-02-27,10,38,8,12
2020-R-CS-760,2020,2020-R-CS-760-8,2020-R-CS-760-8-B,2,1,1,8,B,plot,Duxford,TEST,,2021-03-15/22,post harvest,2021-04-03,2021-02-27,9,43,4,4
2020-R-CS-760,2020,2020-R-CS-760-8,2020-R-CS-760-8-C,2,1,1,8,C,plot,Duxford,TEST,,2021-03-15/22,post harvest,2021-04-03,2021-02-27,8,39,8,28
2020-R-CS-760,2020,2020-R-CS-760-8,2020-R-CS-760-8-D,2,1,1,8,D,plot,Duxford,TEST,,2021-03-15/22,post harvest,2021-04-03,2021-02-27,9,36,6,7
2020-R-CS-760,2020,2020-R-CS-760-8,2020-R-CS-760-8-E,2,1,1,8,E,plot,Duxford,TEST,,2021-03-15/22,post harvest,2021-04-03,2021-02-27,7,40,2,2
2020-R-CS-760,2020,2020-R-CS-760-9,2020-R-CS-760-9-A,2,1,2,9,A,plot,Barley - KWS Cassia,TEST,,2021-03-15/22,post harvest,2021-04-03,2021-02-27,8,30,0,0
2020-R-CS-760,2020,2020-R-CS-760-9,2020-R-CS-760-9-B,2,1,2,9,B,plot,Barley - KWS Cassia,TEST,,2021-03-15/22,post harvest,2021-04-03,2021-02-27,9,43,6,8
2020-R-CS-760,2020,2020-R-CS-760-9,2020-R-CS-760-9-C,2,1,2,9,C,plot,Barley - KWS Cassia,TEST,,2021-03-15/22,post harvest,2021-04-03,2021-02-27,8,43,7,24
2020-R-CS-760,2020,2020-R-CS-760-9,2020-R-CS-760-9-D,2,1,2,9,D,plot,Barley - KWS Cassia,TEST,,2021-03-15/22,post harvest,2021-04-03,2021-02-27,10,58,10,14
2020-R-CS-760,2020,2020-R-CS-760-9,2020-R-CS-760-9-E,2,1,2,9,E,plot,Barley - KWS Cassia,TEST,,2021-03-15/22,post harvest,2021-04-03,2021-02-27,10,53,9,20
2020-R-CS-760,2020,2020-R-CS-760-12,2020-R-CS-760-12-A,2,1,3,12,A,plot,Hereford,TEST,,2021-03-15/22,post harvest,2021-04-03,2021-02-27,9,47,8,16
2020-R-CS-760,2020,2020-R-CS-760-12,2020-R-CS-760-12-B,2,1,3,12,B,plot,Hereford,TEST,,2021-03-15/22,post harvest,2021-04-03,2021-02-27,10,60,10,48
2020-R-CS-760,2020,2020-R-CS-760-12,2020-R-CS-760-12-C,2,1,3,12,C,plot,Hereford,TEST,,2021-03-15/22,post harvest,2021-04-03,2021-02-27,10,54,10,35
2020-R-CS-760,2020,2020-R-CS-760-12,2020-R-CS-760-12-D,2,1,3,12,D,plot,Hereford,TEST,,2021-03-15/22,post harvest,2021-04-03,2021-02-27,9,43,9,19
2020-R-CS-760,2020,2020-R-CS-760-12,2020-R-CS-760-12-E,2,1,3,12,E,plot,Hereford,TEST,,2021-03-15/22,post harvest,2021-04-03,2021-02-27,10,68,10,54
2020-R-CS-760,2020,2020-R-CS-760-7,2020-R-CS-760-7-A,2,2,1,7,A,plot,Xi19,TEST,,2021-03-15/22,post harvest,2021-04-03,2021-02-27,9,46,7,16
2020-R-CS-760,2020,2020-R-CS-760-7,2020-R-CS-760-7-B,2,2,1,7,B,plot,Xi19,TEST,,2021-03-15/22,post harvest,2021-04-03,2021-02-27,9,46,9,23
2020-R-CS-760,2020,2020-R-CS-760-7,2020-R-CS-760-7-C,2,2,1,7,C,plot,Xi19,TEST,,2021-03-15/22,post harvest,2021-04-03,2021-02-27,10,44,2,4
2020-R-CS-760,2020,2020-R-CS-760-7,2020-R-CS-760-7-D,2,2,1,7,D,plot,Xi19,TEST,,2021-03-15/22,post harvest,2021-04-03,2021-02-27,10,59,10,32
2020-R-CS-760,2020,2020-R-CS-760-7,2020-R-CS-760-7-E,2,2,1,7,E,plot,Xi19,TEST,,2021-03-15/22,post harvest,2021-04-03,2021-02-27,10,52,7,11
2020-R-CS-760,2020,2020-R-CS-760-10,2020-R-CS-760-10-A,2,2,2,10,A,plot,Hereward,HIGH,,2021-03-15/22,post harvest,2021-04-03,2021-02-27,10,47,7,22
2020-R-CS-760,2020,2020-R-CS-760-10,2020-R-CS-760-10-B,2,2,2,10,B,plot,Hereward,HIGH,,2021-03-15/22,post harvest,2021-04-03,2021-02-27,10,54,8,16
2020-R-CS-760,2020,2020-R-CS-760-10,2020-R-CS-760-10-C,2,2,2,10,C,plot,Hereward,HIGH,,2021-03-15/22,post harvest,2021-04-03,2021-02-27,9,46,7,10
2020-R-CS-760,2020,2020-R-CS-760-10,2020-R-CS-760-10-D,2,2,2,10,D,plot,Hereward,HIGH,,2021-03-15/22,post harvest,2021-04-03,2021-02-27,9,45,5,5
2020-R-CS-760,2020,2020-R-CS-760-10,2020-R-CS-760-10-E,2,2,2,10,E,plot,Hereward,HIGH,,2021-03-15/22,post harvest,2021-04-03,2021-02-27,10,53,8,18
2020-R-CS-760,2020,2020-R-CS-760-11,2020-R-CS-760-11-A,2,2,3,11,A,plot,Cadenza,LOW,,2021-03-15/22,post harvest,2021-04-03,2021-02-27,10,45,1,1
2020-R-CS-760,2020,2020-R-CS-760-11,2020-R-CS-760-11-B,2,2,3,11,B,plot,Cadenza,LOW,,2021-03-15/22,post harvest,2021-04-03,2021-02-27,10,48,6,7
2020-R-CS-760,2020,2020-R-CS-760-11,2020-R-CS-760-11-C,2,2,3,11,C,plot,Cadenza,LOW,,2021-03-15/22,post harvest,2021-04-03,2021-02-27,10,60,4,6
2020-R-CS-760,2020,2020-R-CS-760-11,2020-R-CS-760-11-D,2,2,3,11,D,plot,Cadenza,LOW,,2021-03-15/22,post harvest,2021-04-03,2021-02-27,10,48,7,11
2020-R-CS-760,2020,2020-R-CS-760-11,2020-R-CS-760-11-E,2,2,3,11,E,plot,Cadenza,LOW,,2021-03-15/22,post harvest,2021-04-03,2021-02-27,10,47,8,12
2020-R-CS-760,2020,2020-R-CS-760-13,2020-R-CS-760-13-A,3,1,1,13,A,plot,Hereford,TEST,,2021-03-15/22,post harvest,2021-04-03,2021-02-27,10,54,5,6
2020-R-CS-760,2020,2020-R-CS-760-13,2020-R-CS-760-13-B,3,1,1,13,B,plot,Hereford,TEST,,2021-03-15/22,post harvest,2021-04-03,2021-02-27,9,46,7,15
2020-R-CS-760,2020,2020-R-CS-760-13,2020-R-CS-760-13-C,3,1,1,13,C,plot,Hereford,TEST,,2021-03-15/22,post harvest,2021-04-03,2021-02-27,6,39,6,13
2020-R-CS-760,2020,2020-R-CS-760-13,2020-R-CS-760-13-D,3,1,1,13,D,plot,Hereford,TEST,,2021-03-15/22,post harvest,2021-04-03,2021-02-27,10,52,10,42
2020-R-CS-760,2020,2020-R-CS-760-13,2020-R-CS-760-13-E,3,1,1,13,E,plot,Hereford,TEST,,2021-03-15/22,post harvest,2021-04-03,2021-02-27,9,59,9,21
2020-R-CS-760,2020,2020-R-CS-760-16,2020-R-CS-760-16-A,3,1,2,16,A,plot,Xi19,TEST,,2021-03-15/22,post harvest,2021-04-03,2021-02-27,10,42,9,18
2020-R-CS-760,2020,2020-R-CS-760-16,2020-R-CS-760-16-B,3,1,2,16,B,plot,Xi19,TEST,,2021-03-15/22,post harvest,2021-04-03,2021-02-27,11,47,5,6
2020-R-CS-760,2020,2020-R-CS-760-16,2020-R-CS-760-16-C,3,1,2,16,C,plot,Xi19,TEST,,2021-03-15/22,post harvest,2021-04-03,2021-02-27,10,62,10,28
2020-R-CS-760,2020,2020-R-CS-760-16,2020-R-CS-760-16-D,3,1,2,16,D,plot,Xi19,TEST,,2021-03-15/22,post harvest,2021-04-03,2021-02-27,10,52,8,16
2020-R-CS-760,2020,2020-R-CS-760-16,2020-R-CS-760-16-E,3,1,2,16,E,plot,Xi19,TEST,,2021-03-15/22,post harvest,2021-04-03,2021-02-27,10,59,6,8
2020-R-CS-760,2020,2020-R-CS-760-17,2020-R-CS-760-17-A,3,1,3,17,A,plot,Hereward,HIGH,,2021-03-15/22,post harvest,2021-04-03,2021-02-27,10,49,5,6
2020-R-CS-760,2020,2020-R-CS-760-17,2020-R-CS-760-17-B,3,1,3,17,B,plot,Hereward,HIGH,,2021-03-15/22,post harvest,2021-04-03,2021-02-27,9,45,6,11
2020-R-CS-760,2020,2020-R-CS-760-17,2020-R-CS-760-17-C,3,1,3,17,C,plot,Hereward,HIGH,,2021-03-15/22,post harvest,2021-04-03,2021-02-27,10,55,10,37
2020-R-CS-760,2020,2020-R-CS-760-17,2020-R-CS-760-17-D,3,1,3,17,D,plot,Hereward,HIGH,,2021-03-15/22,post harvest,2021-04-03,2021-02-27,9,47,8,22
2020-R-CS-760,2020,2020-R-CS-760-17,2020-R-CS-760-17-E,3,1,3,17,E,plot,Hereward,HIGH,,2021-03-15/22,post harvest,2021-04-03,2021-02-27,10,65,10,34
2020-R-CS-760,2020,2020-R-CS-760-14,2020-R-CS-760-14-A,3,2,1,14,A,plot,Barley - KWS Cassia,TEST,,2021-03-15/22,post harvest,2021-04-03,2021-02-27,9,43,8,20
2020-R-CS-760,2020,2020-R-CS-760-14,2020-R-CS-760-14-B,3,2,1,14,B,plot,Barley - KWS Cassia,TEST,,2021-03-15/22,post harvest,2021-04-03,2021-02-27,8,35,6,14
2020-R-CS-760,2020,2020-R-CS-760-14,2020-R-CS-760-14-C,3,2,1,14,C,plot,Barley - KWS Cassia,TEST,,2021-03-15/22,post harvest,2021-04-03,2021-02-27,10,60,1,1
2020-R-CS-760,2020,2020-R-CS-760-14,2020-R-CS-760-14-D,3,2,1,14,D,plot,Barley - KWS Cassia,TEST,,2021-03-15/22,post harvest,2021-04-03,2021-02-27,10,54,2,4
2020-R-CS-760,2020,2020-R-CS-760-14,2020-R-CS-760-14-E,3,2,1,14,E,plot,Barley - KWS Cassia,TEST,,2021-03-15/22,post harvest,2021-04-03,2021-02-27,10,56,7,17
2020-R-CS-760,2020,2020-R-CS-760-15,2020-R-CS-760-15-A,3,2,2,15,A,plot,Cadenza,LOW,,2021-03-15/22,post harvest,2021-04-03,2021-02-27,10,57,10,37
2020-R-CS-760,2020,2020-R-CS-760-15,2020-R-CS-760-15-B,3,2,2,15,B,plot,Cadenza,LOW,,2021-03-15/22,post harvest,2021-04-03,2021-02-27,9,39,2,2
2020-R-CS-760,2020,2020-R-CS-760-15,2020-R-CS-760-15-C,3,2,2,15,C,plot,Cadenza,LOW,,2021-03-15/22,post harvest,2021-04-03,2021-02-27,10,65,7,13
2020-R-CS-760,2020,2020-R-CS-760-15,2020-R-CS-760-15-D,3,2,2,15,D,plot,Cadenza,LOW,,2021-03-15/22,post harvest,2021-04-03,2021-02-27,9,52,7,10
2020-R-CS-760,2020,2020-R-CS-760-15,2020-R-CS-760-15-E,3,2,2,15,E,plot,Cadenza,LOW,,2021-03-15/22,post harvest,2021-04-03,2021-02-27,9,49,6,9
2020-R-CS-760,2020,2020-R-CS-760-18,2020-R-CS-760-18-A,3,2,3,18,A,plot,Duxford,TEST,,2021-03-15/22,post harvest,2021-04-03,2021-02-27,9,51,4,12
2020-R-CS-760,2020,2020-R-CS-760-18,2020-R-CS-760-18-B,3,2,3,18,B,plot,Duxford,TEST,,2021-03-15/22,post harvest,2021-04-03,2021-02-27,10,53,8,11
2020-R-CS-760,2020,2020-R-CS-760-18,2020-R-CS-760-18-C,3,2,3,18,C,plot,Duxford,TEST,,2021-03-15/22,post harvest,2021-04-03,2021-02-27,8,45,3,5
2020-R-CS-760,2020,2020-R-CS-760-18,2020-R-CS-760-18-D,3,2,3,18,D,plot,Duxford,TEST,,2021-03-15/22,post harvest,2021-04-03,2021-02-27,10,58,7,12
2020-R-CS-760,2020,2020-R-CS-760-18,2020-R-CS-760-18-E,3,2,3,18,E,plot,Duxford,TEST,,2021-03-15/22,post harvest,2021-04-03,2021-02-27,10,57,4,9
2020-R-CS-760,2020,2020-R-CS-760-20,2020-R-CS-760-20-A,4,1,1,20,A,plot,Cadenza,LOW,,2021-03-15/22,post harvest,2021-04-03,2021-02-27,10,49,8,23
2020-R-CS-760,2020,2020-R-CS-760-20,2020-R-CS-760-20-B,4,1,1,20,B,plot,Cadenza,LOW,,2021-03-15/22,post harvest,2021-04-03,2021-02-27,9,46,9,25
2020-R-CS-760,2020,2020-R-CS-760-20,2020-R-CS-760-20-C,4,1,1,20,C,plot,Cadenza,LOW,,2021-03-15/22,post harvest,2021-04-03,2021-02-27,9,52,5,9
2020-R-CS-760,2020,2020-R-CS-760-20,2020-R-CS-760-20-D,4,1,1,20,D,plot,Cadenza,LOW,,2021-03-15/22,post harvest,2021-04-03,2021-02-27,8,32,4,8
2020-R-CS-760,2020,2020-R-CS-760-20,2020-R-CS-760-20-E,4,1,1,20,E,plot,Cadenza,LOW,,2021-03-15/22,post harvest,2021-04-03,2021-02-27,7,33,3,5
2020-R-CS-760,2020,2020-R-CS-760-21,2020-R-CS-760-21-A,4,1,2,21,A,plot,Duxford,TEST,,2021-03-15/22,post harvest,2021-04-03,2021-02-27,10,52,10,22
2020-R-CS-760,2020,2020-R-CS-760-21,2020-R-CS-760-21-B,4,1,2,21,B,plot,Duxford,TEST,,2021-03-15/22,post harvest,2021-04-03,2021-02-27,9,45,7,14
2020-R-CS-760,2020,2020-R-CS-760-21,2020-R-CS-760-21-C,4,1,2,21,C,plot,Duxford,TEST,,2021-03-15/22,post harvest,2021-04-03,2021-02-27,9,43,4,4
2020-R-CS-760,2020,2020-R-CS-760-21,2020-R-CS-760-21-D,4,1,2,21,D,plot,Duxford,TEST,,2021-03-15/22,post harvest,2021-04-03,2021-02-27,10,52,3,3
2020-R-CS-760,2020,2020-R-CS-760-21,2020-R-CS-760-21-E,4,1,2,21,E,plot,Duxford,TEST,,2021-03-15/22,post harvest,2021-04-03,2021-02-27,9,50,7,16
2020-R-CS-760,2020,2020-R-CS-760-24,2020-R-CS-760-24-A,4,1,3,24,A,plot,Hereward,HIGH,,2021-03-15/22,post harvest,2021-04-03,2021-02-27,10,46,7,14
2020-R-CS-760,2020,2020-R-CS-760-24,2020-R-CS-760-24-B,4,1,3,24,B,plot,Hereward,HIGH,,2021-03-15/22,post harvest,2021-04-03,2021-02-27,7,37,4,11
2020-R-CS-760,2020,2020-R-CS-760-24,2020-R-CS-760-24-C,4,1,3,24,C,plot,Hereward,HIGH,,2021-03-15/22,post harvest,2021-04-03,2021-02-27,9,52,9,33
2020-R-CS-760,2020,2020-R-CS-760-24,2020-R-CS-760-24-D,4,1,3,24,D,plot,Hereward,HIGH,,2021-03-15/22,post harvest,2021-04-03,2021-02-27,8,43,7,16
2020-R-CS-760,2020,2020-R-CS-760-24,2020-R-CS-760-24-E,4,1,3,24,E,plot,Hereward,HIGH,,2021-03-15/22,post harvest,2021-04-03,2021-02-27,10,59,10,48
2020-R-CS-760,2020,2020-R-CS-760-19,2020-R-CS-760-19-A,4,2,1,19,A,plot,Hereford,TEST,,2021-03-15/22,post harvest,2021-04-03,2021-02-27,10,57,5,10
2020-R-CS-760,2020,2020-R-CS-760-19,2020-R-CS-760-19-B,4,2,1,19,B,plot,Hereford,TEST,,2021-03-15/22,post harvest,2021-04-03,2021-02-27,10,61,10,40
2020-R-CS-760,2020,2020-R-CS-760-19,2020-R-CS-760-19-C,4,2,1,19,C,plot,Hereford,TEST,,2021-03-15/22,post harvest,2021-04-03,2021-02-27,10,47,6,11
2020-R-CS-760,2020,2020-R-CS-760-19,2020-R-CS-760-19-D,4,2,1,19,D,plot,Hereford,TEST,,2021-03-15/22,post harvest,2021-04-03,2021-02-27,10,64,6,8
2020-R-CS-760,2020,2020-R-CS-760-19,2020-R-CS-760-19-E,4,2,1,19,E,plot,Hereford,TEST,,2021-03-15/22,post harvest,2021-04-03,2021-02-27,9,52,1,1
2020-R-CS-760,2020,2020-R-CS-760-22,2020-R-CS-760-22-A,4,2,2,22,A,plot,Xi19,TEST,,2021-03-15/22,post harvest,2021-04-03,2021-02-27,9,44,1,1
2020-R-CS-760,2020,2020-R-CS-760-22,2020-R-CS-760-22-B,4,2,2,22,B,plot,Xi19,TEST,,2021-03-15/22,post harvest,2021-04-03,2021-02-27,10,52,10,21
2020-R-CS-760,2020,2020-R-CS-760-22,2020-R-CS-760-22-C,4,2,2,22,C,plot,Xi19,TEST,,2021-03-15/22,post harvest,2021-04-03,2021-02-27,10,54,5,8
2020-R-CS-760,2020,2020-R-CS-760-22,2020-R-CS-760-22-D,4,2,2,22,D,plot,Xi19,TEST,,2021-03-15/22,post harvest,2021-04-03,2021-02-27,9,54,9,30
2020-R-CS-760,2020,2020-R-CS-760-22,2020-R-CS-760-22-E,4,2,2,22,E,plot,Xi19,TEST,,2021-03-15/22,post harvest,2021-04-03,2021-02-27,9,50,0,0
2020-R-CS-760,2020,2020-R-CS-760-23,2020-R-CS-760-23-A,4,2,3,23,A,plot,Barley - KWS Cassia,TEST,,2021-03-15/22,post harvest,2021-04-03,2021-02-27,9,42,7,8
2020-R-CS-760,2020,2020-R-CS-760-23,2020-R-CS-760-23-B,4,2,3,23,B,plot,Barley - KWS Cassia,TEST,,2021-03-15/22,post harvest,2021-04-03,2021-02-27,10,47,0,0
2020-R-CS-760,2020,2020-R-CS-760-23,2020-R-CS-760-23-C,4,2,3,23,C,plot,Barley - KWS Cassia,TEST,,2021-03-15/22,post harvest,2021-04-03,2021-02-27,10,51,3,4
2020-R-CS-760,2020,2020-R-CS-760-23,2020-R-CS-760-23-D,4,2,3,23,D,plot,Barley - KWS Cassia,TEST,,2021-03-15/22,post harvest,2021-04-03,2021-02-27,9,46,5,6
2020-R-CS-760,2020,2020-R-CS-760-23,2020-R-CS-760-23-E,4,2,3,23,E,plot,Barley - KWS Cassia,TEST,,2021-03-15/22,post harvest,2021-04-03,2021-02-27,10,57,2,2
